X1,X2,X3,fitness_value
-0.063412,0.933572,-0.0724307,2.28472
-0.0655337,0.382705,0.200694,2.5288
-0.275542,-0.0754092,-0.391123,2.82099
-0.275542,-0.0754092,-0.391123,2.82099
-0.167104,0.0788177,0.688581,2.90268
-0.159441,-0.177795,0.775426,3.04655
-0.229861,-0.202449,0.688539,3.37032
0.45111,-0.197464,0.456237,3.62171
-0.328366,-0.398418,-0.375652,3.62393
-0.154332,-0.405357,0.8092,3.69594
-1.02197,0.890571,0.975771,3.72398
-0.483568,0.0817773,0.662133,3.7278
0.153907,0.906098,-0.679533,3.80932
0.116935,-0.540266,0.806045,3.81235
-0.470601,0.450401,-0.327842,3.88482
-0.551733,0.757327,0.161048,3.91411
-0.422056,0.999432,0.196894,3.94931
-0.295207,0.724917,-0.568883,4.19388
-0.410633,0.822275,0.441639,4.30036
-0.384792,0.991693,-1.04949,4.39539
-0.474914,0.620435,0.564565,4.40935
-0.428591,-0.702479,0.684382,4.45595
-1.08948,0.890571,0.67376,4.54431
-0.677262,-0.971085,0.43927,4.55261
-0.27181,-1.33241,0.104938,4.57819
-0.647938,-0.998962,0.457608,4.62857
-0.624552,0.986908,-0.635714,4.68118
-0.596485,0.742359,-1.05626,4.7241
-0.49126,1.04006,0.612357,4.74395
2.06467,0.100552,0.821544,5.19412
gbest_X1,gbest_X2,gbest_X3,gbest
-0.063412,0.933572,-0.0724307,2.28472
